Submission ID,Performance Detail Submission ID,Date of Submission,Organisation Name,Submission Title,Disease Target,Stage of Development,Country of Manufacturer,Region,Website,Regulatory Approval,Clinical Sensitivity (%),Clinical Specificity (%),Type of Technology,Assay Target,Target Analyte(s),Technology principle,Test Format,Instrument requirement,Level of automation,Lab vs. POC,Self-testing/Self-Collection,Validated Sample Types,Time to results excl sample prep (mins),Time to results incl sample prep (mins),Connectivity Solution,FIND Evaluation,Impact of SARS-COV-2 Alpha variant,Impact of SARS-COV-2 Beta variant,Impact of SARS-COV-2 Gamma variant,Impact of SARS-COV-2 Delta variant,Impact of SARS-COV-2 Delta+ variant,Impact of SARS-COV-2 Omicron variant,S gene dropout,SARS-CoV-2 variant(s),Test to be listed on FIND's web page?,Data to be published on FIND's web page,Is this a variant detection test?,Revoked/Not Approved By,Study Type,Number of positive samples (clinical),Number of negative samples (clinical),Total number of samples (clinical)
a0B6900001Ll6B6,a266900000AksDj,2021-01-11,Typhoid Meta-review,Typhoid Meta-Review-Unfound tests,Typhoid,-,-,-,-,-,-,-,Immunoassay,-,-,Other,Unspecified,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-,-,-,-,"No, I would like the test information for FIND’s internal use only",Yes,-,-,-,NA,NA,NA
a0B6900001Ll6B6,a266900000AksDk,2021-01-11,Typhoid Meta-review,Typhoid Meta-Review-Unfound tests,Typhoid,-,-,-,-,-,-,-,Immunoassay,-,-,Other,Unspecified,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-,-,-,-,"No, I would like the test information for FIND’s internal use only",Yes,-,-,-,NA,NA,NA
a0B6900001Ll6B6,a266900000AksDv,2021-01-11,Typhoid Meta-review,Typhoid Meta-Review-Unfound tests,Typhoid,-,-,-,-,-,-,-,Immunoassay,-,-,Other,Unspecified,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-,-,-,-,"No, I would like the test information for FIND’s internal use only",Yes,-,-,-,NA,NA,NA
a0B6900001Ll6B6,a266900000AksE7,2021-01-11,Typhoid Meta-review,Typhoid Meta-Review-Unfound tests,Typhoid,-,-,-,-,-,-,-,Immunoassay,-,-,Other,Unspecified,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-,-,-,-,"No, I would like the test information for FIND’s internal use only",Yes,-,-,-,NA,NA,NA
a0B6900001Ll6B6,a266900000AksE8,2021-01-11,Typhoid Meta-review,Typhoid Meta-Review-Unfound tests,Typhoid,-,-,-,-,-,-,-,Immunoassay,-,-,Other,Unspecified,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-,-,-,-,"No, I would like the test information for FIND’s internal use only",Yes,-,-,-,NA,NA,NA
a0B6900001Ll6B6,a266900000AksE9,2021-01-11,Typhoid Meta-review,Typhoid Meta-Review-Unfound tests,Typhoid,-,-,-,-,-,-,-,Immunoassay,-,-,Other,Unspecified,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-,-,-,-,"No, I would like the test information for FIND’s internal use only",Yes,-,-,-,NA,NA,NA
a0B6900001Ll6B6,a266900000AksEA,2021-01-11,Typhoid Meta-review,Typhoid Meta-Review-Unfound tests,Typhoid,-,-,-,-,-,-,-,Immunoassay,-,-,Other,Unspecified,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-,-,-,-,"No, I would like the test information for FIND’s internal use only",Yes,-,-,-,NA,NA,NA
a0B6900001Ll6B6,a266900000AksED,2021-01-11,Typhoid Meta-review,Typhoid Meta-Review-Unfound tests,Typhoid,-,-,-,-,-,-,-,Immunoassay,-,-,Other,Unspecified,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-,-,-,-,"No, I would like the test information for FIND’s internal use only",Yes,-,-,-,NA,NA,NA
a0B6900001J3zIK,a266900000B3K3a,2021-02-04,"Beijing Tigsun Diagnostics Co.,ltd.",Tigsun COVID-19 Antigen Rapid Test,SARS-CoV-2,Regulatory Achieved,China,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Ftigsun.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://tigsun.com (New Window)"">http://tigsun.com</a>",CE-IVD,52.90 %,-,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,15,20,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,36,34,70
a0B6900001Ll41r,a266900000AjEzJ,NA,Avacta Life Sciences ltd.,AffiDX® SARS-CoV-2 Antigen Lateral Flow Test,SARS-CoV-2,Regulatory Achieved,United Kingdom,Europe,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Favacta.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://avacta.com (New Window)"">http://avacta.com</a>",CE-IVD; MHRA UK,98.00 %,99.00 %,Immunoassay,Antigen,S-protein (type unknown),Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,20,25,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No impact (analytical/clinical studies conducted),Unknown,No expected impact (in silico analyses),Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Independent,98,102,200
a0B6900001Lkqfo,a266900000A0gHM,NA,SG Diagnostics Pte ltd.,SG Diagnostics COVID-19 + Influenza A/B Antigen Rapid Test Kit,SARS-CoV-2; Influenza A; Influenza B,Regulatory Achieved,Singapore,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fsgdiagnostics.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://sgdiagnostics.com (New Window)"">http://sgdiagnostics.com</a>",CE-IVD,97.57 %,99.29 %,Immunoassay,Antigen,N-protein; S-protein (type unknown); S-protein RBD; Influenza A; Influenza B,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,10,15,No,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),Unknown,Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Independent,206,988,1
a0B6900001J3xTy,a266900000B49rN,NA,Abbott Diagnostics Korea Inc.,BinaxNOW COVID-19 Ag Card,SARS-CoV-2,Regulatory Achieved,"Korea, Republic of",Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fabbott.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://abbott.com/ (New Window)"">http://abbott.com/</a>",US FDA EUA; Health Canada,-,-,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,15,20,Unknown,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,NA,NA,NA
a0B6900001J3xTy,a266900000B49rO,NA,Abbott Diagnostics Korea Inc.,BinaxNOW COVID-19 Ag Card,SARS-CoV-2,Regulatory Achieved,"Korea, Republic of",Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fabbott.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://abbott.com/ (New Window)"">http://abbott.com/</a>",US FDA EUA; Health Canada,-,-,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,15,20,Unknown,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,NA,NA,NA
a0B6900001LkxE0,a266900000AfG9o,2021-06-10,Lomina AG,Lomina SARS-CoV-2 Antigen LTX Test,SARS-CoV-2,Regulatory Achieved,Czech Republic,Europe,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Flomina.ch%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://lomina.ch (New Window)"">http://lomina.ch</a>",CE-IVD,94.17 %,100.00 %,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,15,17,No,No,Impact (analytical/clinical studies),Impact (analytical/clinical studies),Impact (analytical/clinical studies),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Independent,103,250,353
a0B6900001J3zdS,a266900000B23YT,2021-03-04,SD BIOSENSOR INC,STANDARD Q COVID-19 Ag test,SARS-CoV-2,Regulatory Achieved,"Korea, Republic of",Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fsdbiosensor.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://sdbiosensor.com (New Window)"">http://sdbiosensor.com</a>",WHO EUL; Korea MFDS; Australia TGA; Brazil ANVISA; CE-IVD; India CDSCO; South Africa SAHPRA,-,-,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,20,25,No,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,NA,NA,NA
a0B6900001J3zIK,a266900000B23aj,2021-02-04,"Beijing Tigsun Diagnostics Co.,ltd.",Tigsun COVID-19 Antigen Rapid Test,SARS-CoV-2,Regulatory Achieved,China,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Ftigsun.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://tigsun.com (New Window)"">http://tigsun.com</a>",CE-IVD,-,-,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,15,20,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,NA,NA,NA
a0B6900001J3nB0,a266900000B23Zb,2021-05-03,"Guangzhou Wondfo Biotech Co., ltd.",Wondfo 2019-nCoV Antigen Test (Lateral Flow Method),SARS-CoV-2,Regulatory Achieved,China,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2FWondfo.com.cn%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://Wondfo.com.cn (New Window)"">http://Wondfo.com.cn</a>",Australia TGA; CE-IVD; WHO EUL Under Assessment,-,-,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,15,15,No,No,No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),No expected impact (in silico analyses),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,NA,NA,NA
a0B6900001J49Tl,a266900000B23b8,NA,"CTK Biotech, inc.",OnSite COVID-19 Ag Rapid Test,SARS-CoV-2,Regulatory Achieved,United States,Americas,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fctkbiotech.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://ctkbiotech.com (New Window)"">http://ctkbiotech.com</a>",WHO EUL; Australia TGA; Brazil ANVISA; CE-IVD; Philippines FDA; South Africa SAHPRA; Colombia INVIMA; Peru DIGEMID; Indonesia MDR,-,-,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,20,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,NA,NA,NA
a0B6900001J40Fl,a266900000B23YE,2021-06-04,Abbott Diagnostics Korea Inc.,Panbio COVID-19 Ag Rapid Test Device (Nasopharyngeal),SARS-CoV-2,Regulatory Achieved,"Korea, Republic of",Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fabbott.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://abbott.com/ (New Window)"">http://abbott.com/</a>",WHO EUL; Japan MHLW; Australia TGA; Health Canada; CE-IVD,-,-,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,15,20,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,NA,NA,NA
a0B6900001J3w5n,a266900000B23Z2,NA,Premier Medical Corporation Private Limited,Sure status COVID-19 antigen Card Test,SARS-CoV-2,Regulatory Achieved,India,South-East Asia,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fpremiermedcorp.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://premiermedcorp.com (New Window)"">http://premiermedcorp.com</a>",WHO EUL; CE-IVD,-,-,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,15,20,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,No expected impact (in silico analyses),Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,NA,NA,NA
a0B6900001J3zdS,a266900000B49iN,2021-03-04,SD BIOSENSOR INC,STANDARD Q COVID-19 Ag test,SARS-CoV-2,Regulatory Achieved,"Korea, Republic of",Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fsdbiosensor.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://sdbiosensor.com (New Window)"">http://sdbiosensor.com</a>",WHO EUL; Korea MFDS; Australia TGA; Brazil ANVISA; CE-IVD; India CDSCO; South Africa SAHPRA,52.90 %,-,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,20,25,No,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,36,34,70
a0B6900001J49Tl,a266900000B49hy,NA,"CTK Biotech, inc.",OnSite COVID-19 Ag Rapid Test,SARS-CoV-2,Regulatory Achieved,United States,Americas,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fctkbiotech.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://ctkbiotech.com (New Window)"">http://ctkbiotech.com</a>",WHO EUL; Australia TGA; Brazil ANVISA; CE-IVD; Philippines FDA; South Africa SAHPRA; Colombia INVIMA; Peru DIGEMID; Indonesia MDR,64.70 %,-,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,20,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,36,34,70
a0B6900001J3yAx,a266900000B49hz,NA,"Hangzhou Testsea Biotechnology Co.,ltd.",Testsealabs COVID-19 Antigen test Cassette,SARS-CoV-2,Regulatory Achieved,China,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Ftestsealabs.de%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://testsealabs.de (New Window)"">http://testsealabs.de</a>",Australia TGA; CE-IVD,-,-,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Nasal swab,20,15,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,NA,NA,NA
a0B6900001J3w5n,a266900000B49iI,NA,Premier Medical Corporation Private Limited,Sure status COVID-19 antigen Card Test,SARS-CoV-2,Regulatory Achieved,India,South-East Asia,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fpremiermedcorp.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://premiermedcorp.com (New Window)"">http://premiermedcorp.com</a>",WHO EUL; CE-IVD,52.90 %,-,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,15,20,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,No expected impact (in silico analyses),Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,36,34,70
a0B6900001J40G0,a266900000B49iO,2021-06-04,Abbott Diagnostics Korea Inc.,Panbio COVID-19 Ag Rapid Test Device (Nasal),SARS-CoV-2,Regulatory Achieved,"Korea, Republic of",Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fabbott.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://abbott.com/ (New Window)"">http://abbott.com/</a>",WHO EUL; Japan MHLW; Australia TGA; Health Canada; Singapore HSA; CE-IVD,-,-,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,15,20,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,NA,NA,NA
a0B6900001J3nB0,a266900000B49iD,2021-05-03,"Guangzhou Wondfo Biotech Co., ltd.",Wondfo 2019-nCoV Antigen Test (Lateral Flow Method),SARS-CoV-2,Regulatory Achieved,China,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2FWondfo.com.cn%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://Wondfo.com.cn (New Window)"">http://Wondfo.com.cn</a>",Australia TGA; CE-IVD; WHO EUL Under Assessment,76.50 %,-,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,15,15,No,No,No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),No expected impact (in silico analyses),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,36,34,70
a0B6900001J3mA6,a266900000B49lM,2021-03-03,"BioNote, Inc.",NowCheck COVID-19 Ag Test,SARS-CoV-2,Regulatory Achieved,"Korea, Republic of",Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fbionote.co.kr%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://bionote.co.kr (New Window)"">http://bionote.co.kr</a>",Australia TGA; Brazil ANVISA; CE-IVD; Philippines FDA; Guatemala DGVRCS; Honduras DGVMN; Argentina ANMAT; Other; Other,-,-,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,15,No,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,NA,NA,NA
a0B6900001J40IB,a266900000B49lg,2021-06-04,BTNX Inc.,COVID-19 Antigen Test Cassette,SARS-CoV-2,Regulatory Achieved,Canada,Americas,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fbtnx.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://btnx.com (New Window)"">http://btnx.com</a>",Australia TGA; CE-IVD; MHRA UK,-,-,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Saliva,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,NA,NA,NA
