"Performance Detail Submission: ID","Parent Submission: Date of Submission","Parent Submission: Company/Institution Name","Parent Submission: Submission Title","Parent Submission: Disease Target","Parent Submission: Stage of Development","Parent Submission: Country of Manufacturer","Parent Submission: Region","Parent Submission: Website","Parent Submission: Regulatory Approval","Clinical Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Clinical Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Parent Submission: Type of Technology","Parent Submission: Assay Target","Parent Submission: Target Analyte(s)","Parent Submission: Technology principle","Parent Submission: Test Format","Parent Submission: Instrument requirement","Parent Submission: Level of automation","Parent Submission: Lab vs. POC","Parent Submission: Self-testing/Self-Collection","Parent Submission: Validated Sample Types","Parent Submission: Time to results excl sample prep (mins)","Parent Submission: Connectivity Solution","FIND Evaluation","Parent Submission: Impact of SARS-COV-2 Beta variant","Parent Submission: Impact of SARS-COV-2 Alpha variant","Parent Submission: Impact of SARS-COV-2 Gamma variant","Parent Submission: Impact of SARS-COV-2 Delta+ variant","Parent Submission: Impact of SARS-COV-2 Delta variant","Parent Submission: Impact of SARS-COV-2 Omicron variant","Parent Submission: S gene dropout","Parent Submission: SARS-CoV-2 variant(s)","Parent Submission: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Parent Submission: Is this a variant detection test?","Parent Submission: Revoked/Not Approved By"
"a266900000A9wDh","03.04.2021","Shanghai Chemtron Biotech Co., ltd.","COVID-19/Influenza A+B /RSV Antigen Combo Rapid Test (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","http://www.chemtronbio.com/","CE-IVD","0.00","","","0.00","","","Immunoassay","Antigen","N-protein; Other","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","0.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wDi","03.04.2021","Shanghai Chemtron Biotech Co., ltd.","COVID-19/Influenza A+B/RSV/ Adenovirus Antigen Combo Rapid Test (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","http://www.chemtronbio.com/","CE-IVD","0.00","","","0.00","","","Immunoassay","Antigen","N-protein; Other","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","0.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QI4","","Shanghai Chemtron Biotech Co., ltd.","Chemtrue COVID-19/Influenza A+B/RSV/ADV Antigen Combo Rapid Test(Colloidal Gold)","SARS-CoV-2; Influenza A; Influenza B; Respiratory Syncytial Virus; Adenovirus","Regulatory Achieved","China","Western Pacific","http://www.chemtronbio.com","CE-IVD","","","","","","","Immunoassay","Antigen","N-protein; Influenza A; Influenza B","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QI5","","Shanghai Chemtron Biotech Co., ltd.","Chemtrue COVID-19/Influenza A+B/RSV Antigen Combo Rapid Test (Colloidal Gold)","SARS-CoV-2; Influenza A; Influenza B; Respiratory Syncytial Virus; Adenovirus","Regulatory Achieved","China","Western Pacific","http://www.chemtronbio.com/","CE-IVD","","","","","","","Immunoassay","Antigen","N-protein; Influenza A; Influenza B","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wBL","28.03.2021","Shanghai Fosun Long March Medical Science Co., ltd.","Fosun Covid-19 Ag Card","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://www.lm-diagnostics.com","CE-IVD","97.00","94.20","98.70","98.60","98.00","99.99","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000Auhkv","","Shanghai Kehua Bio-engineering Co., ltd.","Diagnostic Kit for COVID-19 Antigen Test (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","www.skhb.com","WHO EUL","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","","","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QI6","","Shanghai LiangRun Biomedicine Technology Co. ltd.","LionRunTM SARS-CoV-2 Antigen Rapid Test (Lateral Flow Immunoassay)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","0","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w9O","10.03.2021","Shenzhen AIVD Biotech Inc","SARS-CoV-2 Antigen Detection Kit (Latex Lateral Flow Assay)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://www.aivdbiotech.cn/index.php/en/Page/list/250.html","CE-IVD","93.00","83.52","96.63","98.92","95.46","99.47","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","15.00","No","No","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wDj","03.04.2021","Shenzhen Bioeasy Biotechnology Co., ltd.","2019-nCoV Ag Rapid Test Kit (Fluorescence)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://www.bioeasy.com","CE-IVD","82.02","78.58","85.47","99.17","98.36","100.00","Immunoassay","Antigen","Other","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Sputum; Saliva","10.00","No","Yes","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","WHO EUL Under Assessment"
"a266900000B5QI7","","Shenzhen CAS-Envision Medical Technology Co., Ltd.","SARS-CoV-2 Antigen Rapid Detection Kit","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","www.cas-envision.com","CE-IVD","98.10","","","99.50","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QKQ","","Shenzhen Dakewe Bio-engineering Co., Ltd.","COVID-19 Antigen Rapid Test Kit","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","www.dakewe.com","CE-IVD","97.50","","","100.00","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000ABSrn","14.07.2021","Shenzhen Dymind Biotechnology Co.,ltd.","SARS-CoV-2 Antigen Test Kit","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://covid19solutions.dymind.com/","CE-IVD","96.58","91.48","99.06","98.37","94.25","99.80","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QI8","","Shenzhen Dymind Biotechnology Co.,ltd.","SARS-CoV-2 antigen test kit (Saliva sample)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","www.dymind.com","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QKR","","Shenzhen Huaree Technology Co.,Ltd","SARS-CoV-2 Antigen Rapid Test Kit (Immunochromatography)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","www.huareetech.com","CE-IVD","98.00","","","100.00","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Oropharyngeal swab; Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w5E","01.03.2021","Shenzhen Huian Biosci Technology Co., ltd.","Rapid nCoV & Flu A/B Ag Test Kit","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://www.huiantech.com","CE-IVD","96.80","83.30","99.90","100.00","95.50","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Saliva","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w58","01.03.2021","Shenzhen Huian Biosci Technology Co., ltd.","SARS-CoV-2 Antigen Test Kit (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://www.huiantech.com","CE-IVD","96.80","83.30","99.90","100.00","95.50","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wG2","06.05.2021","Shenzhen Kang Sheng Bao Bio-Technology Co.,ltd.","SARS-CoV-2 Antigen Rapid Test (Lateral Flow Assay)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","","CE-IVD","96.49","91.20","99.04","98.48","94.63","99.82","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","15.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QI9","","Shenzhen Kingfocus Biomedical Engineering Co., Ltd.","COVID-19 Antigen Detection Kit(Quantum Dots-Based Immunofluorescence Chromato)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","www.king-focus.com","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Unknown","near Point of Care","Intended for professional use only","Nasal swab","15.00","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wFZ","04.05.2021","Shenzhen Kisshealth Biotechnology Co., ltd.","SARS-CoV-2 Antigen Test Kit (GICA)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab; Saliva","","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QKS","","Shenzhen Kisshealth Biotechnology Co., ltd.","SARS-CoV-2/Human Influenza Virus A&B (Flu A&B) Antigen Test Kit(Colloidal Gold)","SARS-CoV-2; Influenza A; Influenza B","Regulatory Achieved","China","Western Pacific","http://en.kisshealth.cn/","CE-IVD","","","","","","","Immunoassay","Antigen","N-protein; Influenza A; Influenza B","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Saliva","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
